UID;Polygon_ID;annee;numero;departement;code_insee;nom_de_la_commune;date_de_premiere_alerte;origine_de_lalerte;moyens_de_premiere_intervention;surface_parcourue_m2;surface_parcourue_ha;Polygon_area_ha;surface_foret_m2;surface_maquis_garrigues_m2;autres_surfaces_naturelles_hors_foret_m2;surfaces_agricoles_m2;autres_surfaces_m2;surface_autres_terres_boisees_m2;surfaces_non_boisees_naturelles_m2;surfaces_non_boisees_artificialisees_m2;surfaces_non_boisees_m2;precision_des_surfaces;surface_de_feu_a_larrivee_des_secours_0_1_ha;voie_carrossable_la_plus_proche;activite_ou_habitation_la_plus_proche;type_de_peuplement;connaissance;source_de_lenquete;nature;intervention_de_lequipe_rcci;deces_ou_batiments_touches;nombre_de_deces;nombre_de_batiments_totalement_detruits;nombre_de_batiments_partiellement_detruits;hygrometrie_percent;vitesse_moyenne_du_vent_km_h;direction_du_vent;temperature_c;precision_de_la_donnee;presence_dun_contour_valide
B-2019-01770;NA;2019;8984;13;13041;Gardanne;2019-07-11T16:28:00Z;Vigie-caméra;3;800;0,0800;NA;800;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;1;Certaine;Sapeur-pompier;Accidentelle;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-01771;NA;2019;8985;13;13099;Saint-Paul-lès-Durance;2019-07-12T17:59:00Z;Vigie-caméra;3;800;0,0800;NA;800;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;1;Inconnue;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-01813;NA;2019;9190;4;4141;Ongles;2019-07-18T18:54:00Z;Population;1;800;0,0800;NA;700;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;3;Certaine;Forestier;Involontaire (travaux);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-01982;NA;2019;10154;11;11145;Fleury;2019-07-20T03:35:00Z;Indéterminé;NA;800;0,0800;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-00173;NA;2019;434;55;55573;Void-Vacon;2019-07-23T14:00:00Z;Indéterminé;NA;800;0,0800;NA;800;NA;0;NA;NA;0;0;0;0;Estimées;NA;NA;NA;NA;NA;Coordinateur;Accidentelle;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-01869;NA;2019;9764;30;30346;Vers-Pont-du-Gard;2019-07-25T21:34:00Z;Indéterminé;NA;800;0,0800;NA;NA;800;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;1;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-02085;NA;2019;10488;7;7209;Saint-Andéol-de-Fourchades;2019-07-26T19:53:00Z;Population;3;800;0,0800;NA;NA;800;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;1;Certaine;Sapeur-pompier;Naturelle;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-01950;NA;2019;10064;48;48194;Vialas;2019-07-28T19:56:00Z;Population;3;800;0,0800;NA;NA;800;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;1;Inconnue;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-02209;NA;2019;11085;11;11262;Narbonne;2019-08-21T21:56:00Z;Indéterminé;NA;800;0,0800;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-02272;NA;2019;11282;13;13097;Saint-Martin-de-Crau;2019-08-29T16:41:00Z;Vigie-caméra;3;800;0,0800;NA;800;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;1;Inconnue;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-00394;NA;2019;1530;46;46070;Cieurac;2019-09-02T18:53:00Z;Indéterminé;NA;800;0,0800;NA;0;NA;800;NA;NA;800;0;0;0;Estimées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-02546;NA;2019;12023;48;48095;Mende;2019-09-07T05:34:00Z;Population;3;800;0,0800;NA;NA;800;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;1;Certaine;Sapeur-pompier;Accidentelle;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-02487;NA;2019;11868;2A;2A247;Porto-Vecchio;2019-09-08T22:14:00Z;Indéterminé;3;800;0,0800;NA;NA;800;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;Inconnue;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-00803;NA;2019;2637;33;33159;Étauliers;2019-09-17T09:58:00Z;Indéterminé;NA;800;0,0800;NA;800;NA;0;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;Accidentelle;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-02559;NA;2019;12073;2B;2B016;Antisanti;2019-09-28T15:23:00Z;Indéterminé;NA;800;0,0800;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-02638;NA;2019;12315;7;7334;Les Vans;2019-10-02T19:01:00Z;Population;3;800;0,0800;NA;800;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;3;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;N;NA;NA;Non
B-2020-01312;NA;2020;5629;64;64065;Ascain;2020-02-06T23:58:00Z;Indéterminé;NA;800;0,0800;NA;0;NA;800;NA;NA;800;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-02845;NA;2020;18040;7;7045;Burzet;2020-02-24T12:08:00Z;Population;3;800;0,0800;NA;800;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;3;Certaine;Sapeur-pompier;Involontaire (travaux);Non;Non;NA;NA;NA;NA;5;SE;20;NA;Non
B-2020-02508;NA;2020;16879;2B;2B238;Poggio-di-Venaco;2020-02-26T06:41:00Z;Indéterminé;NA;800;0,0800;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-00061;NA;2020;173;21;21178;Valforêt;2020-03-30T17:25:00Z;Indéterminé;NA;800;0,0800;NA;800;NA;0;NA;NA;0;0;0;0;Mesurées;NA;NA;NA;NA;NA;Coordinateur;Involontaire (particulier);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-00811;NA;2020;4077;38;38389;Saint-Georges-d'Espéranche;2020-04-04T16:41:00Z;Indéterminé;NA;800;0,0800;NA;0;NA;800;NA;NA;800;0;0;0;Estimées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-01671;NA;2020;12678;6;6094;Péone;2020-04-10T15:35:00Z;Population;3;800;0,0800;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;Inconnue;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-01665;NA;2020;12616;2B;2B195;Ortiporio;2020-04-11T20:48:00Z;Indéterminé;NA;800;0,0800;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-01249;NA;2020;5223;53;53111;La Haie-Traversaine;2020-04-16T13:59:00Z;Indéterminé;NA;800;0,0800;NA;800;NA;0;NA;NA;0;0;0;0;Estimées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-00471;NA;2020;2430;87;87160;Saint-Léger-Magnazeix;2020-04-19T17:45:00Z;Indéterminé;NA;800;0,0800;NA;0;NA;800;NA;NA;800;0;0;0;Mesurées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-01143;NA;2020;4898;72;72346;La Suze-sur-Sarthe;2020-06-02T03:54:00Z;Indéterminé;NA;800;0,0800;NA;800;NA;0;NA;NA;0;0;0;0;Estimées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-01356;NA;2020;5912;40;40152;Lesperon;2020-07-18T16:20:00Z;Indéterminé;NA;800;0,0800;NA;800;NA;0;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;Accidentelle;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-00649;NA;2020;3215;31;31149;Colomiers;2020-07-19T17:44:00Z;Indéterminé;NA;800;0,0800;NA;0;NA;800;NA;NA;800;0;0;0;Mesurées;NA;NA;NA;NA;NA;Coordinateur;Accidentelle;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-01105;NA;2020;4770;14;14630;Saint-Martin-des-Entrées;2020-07-21T15:13:00Z;Indéterminé;NA;800;0,0800;NA;0;NA;800;NA;NA;800;0;0;0;Estimées;NA;NA;NA;NA;NA;Sapeur-pompier;Accidentelle;Non;Non;NA;NA;NA;NA;NA;NA;NA;Données partielles ou non valides;Non
B-2020-01057;NA;2020;4517;976;97611;Mamoudzou;2020-07-23T20:00:00Z;Indéterminé;NA;800;0,0800;NA;800;NA;0;NA;NA;0;0;0;0;Estimées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-00981;NA;2020;4392;976;97606;Chirongui;2020-07-26T10:00:00Z;Indéterminé;NA;800;0,0800;NA;0;NA;800;NA;NA;800;0;0;0;Estimées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-00982;NA;2020;4393;976;97606;Chirongui;2020-07-26T15:00:00Z;Indéterminé;NA;800;0,0800;NA;800;NA;0;NA;NA;0;0;0;0;Estimées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-02622;NA;2020;17040;13;13071;Les Pennes-Mirabeau;2020-07-29T11:16:00Z;Population;3;800;0,0800;NA;800;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;1;Probable;Coordinateur;Involontaire (particulier);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-00426;NA;2020;2280;17;17140;Dolus-d'Oléron;2020-07-30T18:32:00Z;Indéterminé;NA;800;0,0800;NA;800;NA;0;NA;NA;0;0;0;0;Estimées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-01242;NA;2020;5211;15;15250;Vebret;2020-07-30T19:02:00Z;Indéterminé;NA;800;0,0800;NA;0;NA;800;NA;NA;800;0;0;0;Mesurées;NA;NA;NA;NA;NA;Coordinateur;Involontaire (travaux);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-01617;NA;2020;12329;41;41173;Beauce la Romaine;2020-07-30T21:18:00Z;Indéterminé;NA;800;0,0800;NA;0;NA;800;NA;NA;800;0;0;0;Estimées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-01477;NA;2020;6194;33;33019;Audenge;2020-08-02T20:59:00Z;Indéterminé;NA;800;0,0800;NA;800;NA;0;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-00854;NA;2020;4155;38;38229;Meylan;2020-08-02T21:52:00Z;Indéterminé;NA;800;0,0800;NA;0;NA;800;NA;NA;800;0;0;0;Estimées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-02634;NA;2020;17052;13;13056;Martigues;2020-08-03T19:41:00Z;Population;1;800;0,0800;NA;800;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;1;Certaine;Coordinateur;Malveillance;Oui;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-01625;NA;2020;12352;41;41280;Villefranche-sur-Cher;2020-08-06T14:56:00Z;Indéterminé;NA;800;0,0800;NA;800;NA;0;NA;NA;0;0;0;0;Estimées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-02059;NA;2020;15064;83;83076;Mazaugues;2020-08-07T03:20:00Z;Patrouille;3;800;0,0800;NA;800;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;4;Certaine;Forestier;Involontaire (particulier);Oui;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-00742;NA;2020;3821;70;70487;Senargent-Mignafans;2020-08-24T11:26:00Z;Indéterminé;NA;800;0,0800;NA;0;NA;800;NA;NA;800;0;0;0;Estimées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-01038;NA;2020;4472;976;97614;Ouangani;2020-08-24T16:00:00Z;Indéterminé;NA;800;0,0800;NA;800;NA;0;NA;NA;0;0;0;0;Estimées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-02454;NA;2020;16599;83;83150;Vinon-sur-Verdon;2020-09-06T18:08:00Z;Population;3;800;0,0800;NA;800;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;2;Probable;Forestier;Involontaire (particulier);Oui;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-00897;NA;2020;4233;38;38190;Hières-sur-Amby;2020-09-09T17:32:00Z;Indéterminé;NA;800;0,0800;NA;0;NA;800;NA;NA;800;0;0;0;Estimées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-00648;NA;2020;3203;37;37096;Dierre;2020-09-19T10:45:00Z;Indéterminé;NA;800;0,0800;NA;0;NA;800;NA;NA;800;0;0;0;Estimées;NA;NA;NA;NA;NA;Coordinateur;Involontaire (particulier);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-01044;NA;2020;4487;976;97614;Ouangani;2020-09-24T16:00:00Z;Indéterminé;NA;800;0,0800;NA;800;NA;0;NA;NA;0;0;0;0;Mesurées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-02482;NA;2020;16744;6;6128;Saint-Paul-de-Vence;2020-09-28T14:25:00Z;Population;3;800;0,0800;NA;NA;800;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;1;Inconnue;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-02794;NA;2020;17527;26;26122;Espenel;2020-10-25T21:51:00Z;Indéterminé;NA;800;0,0800;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-01072;NA;2020;4556;976;97611;Mamoudzou;2020-11-04T12:00:00Z;Indéterminé;NA;800;0,0800;NA;800;NA;0;NA;NA;0;0;0;0;Estimées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2018-01282;NA;2018;5646;34;34103;Fontès;2018-07-31T11:49:00Z;Population;3;799;0,0799;NA;NA;799;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;1;Probable;Coordinateur;Malveillance;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2018-01193;NA;2018;5294;11;11255;Montredon-des-Corbières;2018-07-25T21:01:00Z;Indéterminé;NA;792;0,0792;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-01704;NA;2017;8664;13;13047;Istres;2017-05-25T14:42:00Z;Population;3;790;0,0790;NA;790;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;1;Probable;Coordinateur;Malveillance;Oui;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-01961;NA;2017;10116;6;6118;Saint-Cézaire-sur-Siagne;2017-07-04T07:08:00Z;Population;3;790;0,0790;NA;790;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;3;Probable;Sapeur-pompier;Accidentelle;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-00247;NA;2020;1302;63;63448;Le Vernet-Chaméane;2020-07-30T20:00:00Z;Indéterminé;NA;789;0,0789;NA;789;NA;0;NA;NA;0;0;0;0;Mesurées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2018-01301;NA;2018;5723;34;34157;Mèze;2018-08-16T08:33:00Z;Population;3;787;0,0787;NA;787;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;4;Probable;Coordinateur;Involontaire (travaux);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2018-01884;NA;2018;8718;34;34130;Laurens;2018-03-22T17:47:00Z;Indéterminé;3;786;0,0786;NA;NA;786;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;1;Probable;Coordinateur;Involontaire (travaux);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-02415;NA;2020;16386;13;13100;Saint-Rémy-de-Provence;2020-08-24T01:54:00Z;Population;3;780;0,0780;NA;NA;780;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;1;Inconnue;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2018-01658;NA;2018;7257;34;34016;Aumelas;2018-10-25T21:46:00Z;Population;3;775;0,0775;NA;NA;775;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;1;Probable;Coordinateur;Malveillance;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-01437;NA;2019;7148;34;34069;Cazouls-lès-Béziers;2019-05-10T17:03:00Z;Population;3;773;0,0773;NA;NA;773;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;1;Probable;Coordinateur;Malveillance;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-01169;NA;2017;6927;34;34323;Valmascle;2017-12-30T14:06:00Z;Population;3;765;0,0765;NA;765;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;3;Probable;Coordinateur;Malveillance;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-02207;NA;2017;11461;6;6018;Biot;2017-07-24T15:48:00Z;Population;1;759;0,0759;NA;NA;759;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;1;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-02409;NA;2019;11588;34;34070;Cébazan;2019-09-06T17:48:00Z;Indéterminé;NA;758;0,0758;NA;758;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;4;Probable;Coordinateur;Involontaire (particulier);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-00420;NA;2017;839;38;38348;Ruy-Montceau;2017-07-18T12:31:00Z;Indéterminé;NA;750;0,0750;NA;0;NA;750;NA;NA;750;0;0;0;Estimées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-00792;NA;2017;2577;33;33095;Captieux;2017-07-18T21:18:00Z;Indéterminé;NA;750;0,0750;NA;750;NA;0;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;Naturelle;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2018-00988;NA;2018;3985;30;30125;Garons;2018-07-06T19:19:00Z;Indéterminé;NA;750;0,0750;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Inconnue;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2018-01581;NA;2018;6770;2B;2B049;Calenzana;2018-10-04T17:15:00Z;Indéterminé;NA;750;0,0750;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-01533;NA;2019;7533;83;83148;Vidauban;2019-06-13T13:44:00Z;Autre;3;750;0,0750;NA;750;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;2;Certaine;Sapeur-pompier;Involontaire (travaux);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-02384;NA;2019;11541;11;11202;Leucate;2019-08-30T11:22:00Z;Indéterminé;NA;750;0,0750;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-01820;NA;2020;13856;13;13082;Rognes;2020-03-25T10:33:00Z;Population;3;750;0,0750;NA;430;NA;NA;NA;NA;NA;NA;NA;320;NA;NA;1;2;1;Certaine;Coordinateur;Involontaire (travaux);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-01950;NA;2020;14285;11;11111;Cruscades;2020-07-11T14:56:00Z;Indéterminé;NA;750;0,0750;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-00162;NA;2020;757;55;55073;Bras-sur-Meuse;2020-07-23T15:30:00Z;Indéterminé;NA;750;0,0750;NA;0;NA;750;NA;NA;750;0;0;0;Estimées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-02129;NA;2020;15243;34;34183;Nissan-lez-Enserune;2020-08-12T16:09:00Z;Population;3;746;0,0746;NA;746;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;4;Probable;Coordinateur;Involontaire (particulier);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-01388;NA;2017;7171;11;11369;Sallèles-d'Aude;2017-12-29T08:32:00Z;Indéterminé;NA;743;0,0743;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-02603;NA;2017;13498;6;6150;Turbie (La);2017-08-17T10:46:00Z;Population;3;740;0,0740;NA;740;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;4;Probable;Sapeur-pompier;Involontaire (particulier);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-01903;NA;2020;14203;34;34157;Mèze;2020-06-21T03:20:00Z;Population;3;740;0,0740;NA;NA;740;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;1;Inconnue;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-01348;NA;2019;6579;34;34079;Clermont-l'Hérault;2019-04-05T16:25:00Z;Pompiers pré-positionnés;3;731;0,0731;NA;NA;731;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;1;Certaine;Coordinateur;Malveillance;Oui;Non;NA;NA;NA;67;18;SE;14;NA;Non
B-2017-02835;NA;2017;14447;34;34172;Montpellier;2017-09-17T17:08:00Z;Indéterminé;3;730;0,0730;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;NA;Probable;Coordinateur;Malveillance;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2018-01701;NA;2018;7368;11;11413;Villardonnel;2018-10-03T21:32:00Z;Indéterminé;NA;729;0,0729;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-01367;NA;2017;7149;11;11145;Fleury;2017-11-20T16:05:00Z;Indéterminé;NA;726;0,0726;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-01895;NA;2020;14182;34;34079;Clermont-l'Hérault;2020-07-11T21:17:00Z;Population;3;726;0,0726;NA;NA;726;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;1;Probable;Coordinateur;Involontaire (particulier);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2018-01708;NA;2018;7375;11;11081;Caunes-Minervois;2018-10-08T17:32:00Z;Indéterminé;NA;723;0,0723;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-01972;NA;2019;10131;34;34088;Cournonterral;2019-08-04T16:58:00Z;Vigie-caméra;3;721;0,0721;NA;NA;721;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;1;Probable;Coordinateur;Accidentelle;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-01102;NA;2017;6492;2A;2A019;Arbori;2017-04-01T13:18:00Z;Population;3;720;0,0720;NA;NA;720;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;1;Probable;Coordinateur;Malveillance;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-01711;NA;2017;8686;34;34219;Prémian;2017-05-21T17:11:00Z;Indéterminé;3;702;0,0702;NA;702;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;2;Certaine;Coordinateur;Involontaire (particulier);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-01966;NA;2017;10160;48;48171;Saint-Martin-de-Lansuscle;2017-01-07T16:14:00Z;Population;3;700;0,0700;NA;600;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;2;Certaine;Coordinateur;Involontaire (particulier);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-01175;NA;2017;6942;11;11266;Port-la-Nouvelle;2017-01-13T05:50:00Z;Indéterminé;NA;700;0,0700;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-00102;NA;2017;156;46;46010;Aujols;2017-04-08T17:15:00Z;Indéterminé;NA;700;0,0700;NA;0;NA;700;NA;NA;700;0;0;0;Estimées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-01539;NA;2017;7923;83;83066;Ginasservis;2017-04-13T18:40:00Z;Population;3;700;0,0700;NA;700;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;2;Probable;Sapeur-pompier;Involontaire (travaux);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-00174;NA;2017;295;38;38517;Tullins;2017-04-18T15:40:00Z;Indéterminé;NA;700;0,0700;NA;0;NA;700;NA;NA;700;0;0;0;Estimées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
