,year,geometry,class,tree_type,essence,dataset
869,2018,"POLYGON ((194516.1873830862 6841405.196205532, 194456.3368628603 6841399.139105606, 194453.4262932695 6841428.897751011, 194483.35156087176 6841431.926312954, 194477.53037901607 6841491.443622626, 194507.45565403672 6841494.472189049, 194516.1873830862 6841405.196205532))",Other,Mixed,"conifers,broadleaf,fir, spruce",senfseidl
870,2018,"POLYGON ((194444.69447675138 6841518.173696513, 194474.61976115225 6841521.202279786, 194477.53037901607 6841491.443622626, 194447.60510021535 6841488.415046462, 194444.69447675138 6841518.173696513))",Other,Broadleaf,broadleaf,senfseidl
871,2018,"POLYGON ((194384.84389660886 6841512.116500744, 194381.9332439857 6841541.875138121, 194441.78383532912 6841547.932348112, 194444.69447675138 6841518.173696513, 194384.84389660886 6841512.116500744))",Other,Broadleaf,broadleaf,senfseidl
872,2018,"POLYGON ((233584.68882674328 6845771.888301084, 233614.6093715852 6845774.904110004, 233617.51270385273 6845745.136261845, 233587.5921648108 6845742.120459831, 233584.68882674328 6845771.888301084))",Other,Mixed,"deciduous oaks,fir, spruce",senfseidl
873,2018,"POLYGON ((161468.37245200598 6838445.576283164, 161348.65399983583 6838433.418968748, 161342.82017426228 6838492.920393955, 161402.6794300446 6838498.999099527, 161399.76250039588 6838528.749828723, 161459.6217511514 6838534.8285103915, 161468.37245200598 6838445.576283164))",Other,Broadleaf,broadleaf,senfseidl
874,2018,"POLYGON ((233614.6093715852 6845774.904110004, 233611.7060219898 6845804.67195996, 233641.62656908325 6845807.687765903, 233638.72320796107 6845837.455624562, 233728.48484535178 6845846.503003803, 233731.38818906998 6845816.735124425, 233671.54711262736 6845810.703561963, 233674.45045062137 6845780.935698192, 233614.6093715852 6845774.904110004))",Other,Conifer,"fir, spruce",senfseidl
875,2018,"POLYGON ((194104.69002618734 6841904.507596092, 194074.7646217657 6841901.478806099, 194071.85366723477 6841931.237401221, 194131.70448351058 6841937.294985698, 194137.52635218308 6841877.777768553, 194107.6009571466 6841874.748995416, 194104.69002618734 6841904.507596092))",Other,Mixed,"fir, spruce,nr,broadleaf",senfseidl
876,2018,"POLYGON ((194030.28423320834 6842047.242961998, 194060.2096694435 6842050.2717973115, 194057.29862507753 6842080.03040024, 194117.14949742606 6842086.088055872, 194120.0605305754 6842056.329438711, 194090.13510189916 6842053.300622882, 194093.04612269014 6842023.542014402, 194033.1952652149 6842017.48436775, 194030.28423320834 6842047.242961998))",Other,Mixed,"fir, spruce,broadleaf",senfseidl
877,2018,"POLYGON ((194117.14949742606 6842086.088055872, 194114.23844630923 6842115.846674594, 194144.163882424 6842118.875494913, 194147.07492793165 6842089.116869073, 194117.14949742606 6842086.088055872))",Other,Broadleaf,broadleaf,senfseidl
878,2018,"POLYGON ((194048.56538417202 6842169.306218408, 194108.41629017517 6842175.363916735, 194114.23844630923 6842115.846674594, 194054.3875627435 6842109.789004731, 194048.56538417202 6842169.306218408))",Other,Mixed,"fir, spruce,broadleaf",senfseidl
879,2018,"POLYGON ((205971.0702658092 6843555.612907748, 206060.84224067628 6843564.6878795745, 206063.7511784095 6843534.92641391, 206003.90321021737 6843528.876456589, 206009.72105504386 6843469.353558407, 205949.87309470866 6843463.303590155, 205946.96416984085 6843493.0650243135, 205917.0401784401 6843490.040018455, 205911.22226402757 6843549.562877591, 205941.14626677224 6843552.587897562, 205938.23728857137 6843582.349336654, 205968.1612932813 6843585.374353894, 205971.0702658092 6843555.612907748))",Other,Mixed,mixed,senfseidl
880,2018,"POLYGON ((222698.0105578868 6845245.058525276, 222695.1047798213 6845274.823890809, 222725.02673592768 6845277.843410037, 222727.93250823714 6845248.078037537, 222698.0105578868 6845245.058525276))",Other,Broadleaf,poplar,senfseidl
881,2018,"POLYGON ((126982.34091346967 6835598.370333593, 127042.20972992852 6835604.471228829, 127045.13315020665 6835574.72892413, 127105.00193940848 6835580.829766496, 127110.84870177682 6835521.345130705, 127050.97993364127 6835515.244318178, 127048.056551444 6835544.98662058, 126988.18775605259 6835538.885755186, 126982.34091346967 6835598.370333593))",Other,Conifer,other pine,senfseidl
882,2018,"POLYGON ((222722.12094611127 6845307.608784286, 222752.04290436517 6845310.628300633, 222754.94868842472 6845280.862919416, 222725.02673592768 6845277.843410037, 222722.12094611127 6845307.608784286))",Other,Broadleaf,"broadleaf,poplar",senfseidl
883,2018,"POLYGON ((165112.53556607733 6839506.664806625, 165115.4521780312 6839476.91313329, 164995.73521177564 6839464.759953086, 164986.98525501345 6839554.014890054, 165136.63153495768 6839569.206450241, 165142.46480323304 6839509.703084855, 165112.53556607733 6839506.664806625))",Other,Mixed,"broadleaf,fir, spruce,deciduous oaks",senfseidl
884,2018,"POLYGON ((222590.8096505372 6845414.592023407, 222620.73164625827 6845417.611607019, 222626.543382995 6845358.080888091, 222596.62139878923 6845355.061318412, 222590.8096505372 6845414.592023407))",Other,Mixed,"broadleaf,mixed",senfseidl
885,2018,"POLYGON ((200058.50986577402 6843138.057433414, 200088.43462872057 6843141.084402282, 200091.34479961736 6843111.324333946, 200061.42004231637 6843108.297372161, 200058.50986577402 6843138.057433414))",Other,Conifer,conifers,senfseidl
886,2018,"POLYGON ((164651.92957455537 6839580.095748149, 164643.1791608096 6839669.3504661275, 164762.89647582395 6839681.504302869, 164765.81327697763 6839651.752699732, 164795.7425903863 6839654.79112756, 164804.49286680354 6839565.53630471, 164684.77565506625 6839553.382622832, 164681.8588928345 6839583.134199973, 164651.92957455537 6839580.095748149))",Other,Mixed,"fir, spruce,broadleaf",senfseidl
887,2018,"POLYGON ((214081.1859120442 6844675.685601712, 214021.33979986486 6844669.64076356, 214018.43218798604 6844699.404125916, 214048.35525162303 6844702.426556916, 214045.44762781326 6844732.189927987, 214075.37069351075 6844735.212356181, 214081.1859120442 6844675.685601712))",Other,Mixed,mixed,senfseidl
888,2018,"POLYGON ((164713.30803460523 6840187.28177053, 164653.44919894636 6840181.20462417, 164650.532054874 6840210.956238021, 164590.67319246952 6840204.87903856, 164584.83882707986 6840264.382241394, 164704.55657991185 6840276.536659961, 164707.4737499212 6840246.785028736, 164737.4031727825 6840249.82360201, 164740.3203188699 6840220.071964926, 164710.3909014858 6840217.033398929, 164713.30803460523 6840187.28177053))",Other,Mixed,"fir, spruce,broadleaf",senfseidl
889,2018,"POLYGON ((165620.698838974 6840489.735615496, 165617.78174669005 6840519.48747924, 165677.64040970895 6840525.564105729, 165680.55749102274 6840495.812227442, 165620.698838974 6840489.735615496))",Other,Broadleaf,broadleaf,senfseidl
890,2018,"POLYGON ((171663.42734953878 6841133.031826389, 171723.28442777903 6841139.104552752, 171726.2003979683 6841109.351209043, 171666.34333076002 6841103.278497157, 171663.42734953878 6841133.031826389))",Other,Conifer,"fir, spruce",senfseidl
891,2018,"POLYGON ((160063.27804337651 6840135.735989661, 160093.20814175007 6840138.776133384, 160096.12635173346 6840109.02560165, 160066.19625881896 6840105.985465227, 160069.11445574043 6840076.234942185, 160039.18436431116 6840073.194803442, 160036.26616193086 6840102.945319183, 160006.33606106986 6840099.905163518, 160003.41783470986 6840129.655673352, 160033.34794103017 6840132.695836319, 160030.42970160686 6840162.446354843, 160060.3598094131 6840165.486515488, 160063.27804337651 6840135.735989661))",Other,Mixed,"fir, spruce,broadleaf",senfseidl
892,2018,"POLYGON ((236184.3732072161 6847927.734342078, 236190.1809645109 6847868.197146588, 236070.49864508177 6847856.135807696, 236067.59475170943 6847885.904376896, 236097.51534269733 6847888.919733378, 236094.61143787036 6847918.688311344, 236184.3732072161 6847927.734342078))",Other,Mixed,mixed,senfseidl
893,2018,"POLYGON ((207602.76395128417 6845103.118565939, 207632.68799005257 6845106.143313004, 207638.5068338656 6845046.619425689, 207608.58280650427 6845043.594692736, 207602.76395128417 6845103.118565939))",Other,Broadleaf,broadleaf,senfseidl
894,2018,"POLYGON ((207567.02097116254 6845159.617674934, 207596.94502502942 6845162.642445912, 207602.76395128417 6845103.118565939, 207572.83990882552 6845100.093809071, 207567.02097116254 6845159.617674934))",Other,Broadleaf,broadleaf,senfseidl
895,2018,"POLYGON ((206462.7380712168 6845017.93258694, 206459.82838255056 6845047.69425958, 206489.75257306418 6845050.719393123, 206492.66225603136 6845020.957713423, 206462.7380712168 6845017.93258694))",Other,Conifer,"fir, spruce",senfseidl
896,2018,"POLYGON ((206424.08474627748 6845104.192452455, 206454.00895188592 6845107.217609918, 206456.9186761072 6845077.455933906, 206426.9944761985 6845074.430783504, 206424.08474627748 6845104.192452455))",Other,Conifer,"fir, spruce",senfseidl
897,2018,"POLYGON ((224920.31158953486 6847242.78083993, 224980.15559253917 6847248.819099458, 224983.06191159348 6847219.053059603, 224923.21792018093 6847213.014814005, 224920.31158953486 6847242.78083993))",Other,Broadleaf,broadleaf,senfseidl
898,2018,"POLYGON ((213002.34166438977 6846129.672726445, 212999.43296797125 6846159.435974624, 213029.35643555532 6846162.45905557, 213032.26512623468 6846132.69580036, 213002.34166438977 6846129.672726445))",Other,Conifer,conifers,senfseidl
899,2018,"POLYGON ((212936.67729626375 6846183.153019125, 212996.52425387834 6846189.199224543, 212999.43296797125 6846159.435974624, 212939.5860218354 6846153.389783264, 212936.67729626375 6846183.153019125))",Other,Conifer,conifers,senfseidl
900,2018,"POLYGON ((228610.27293656353 6847825.446539466, 228640.19453714875 6847828.464498555, 228637.28879279166 6847858.231408565, 228697.13199490705 6847864.267311001, 228700.03772762732 6847834.500387097, 228670.1161341701 6847831.482447766, 228673.0218552875 6847801.715532647, 228613.17866931664 6847795.679638239, 228610.27293656353 6847825.446539466))",Other,Mixed,mixed,senfseidl
901,2018,"POLYGON ((228751.16368834185 6847929.83705502, 228748.2579149977 6847959.603998331, 228778.17952104297 6847962.621935805, 228781.08528856677 6847932.854985546, 228751.16368834185 6847929.83705502))",Other,Conifer,conifers,senfseidl
902,2018,"POLYGON ((228712.52469479572 6848016.119929232, 228742.44631604635 6848019.137890481, 228748.2579149977 6847959.603998331, 228718.33630538906 6847956.586050978, 228712.52469479572 6848016.119929232))",Other,Conifer,conifers,senfseidl
903,2018,"POLYGON ((228679.69723273133 6848042.868893044, 228709.61886336602 6848045.886871121, 228712.52469479572 6848016.119929232, 228682.60306998243 6848013.101958103, 228679.69723273133 6848042.868893044))",Other,Conifer,conifers,senfseidl
904,2018,"POLYGON ((208853.32916408544 6846221.377844243, 208850.41938122758 6846251.140157238, 208880.34344855812 6846254.164702864, 208883.25322568964 6846224.402382819, 208853.32916408544 6846221.377844243))",Other,Broadleaf,broadleaf,senfseidl
905,2018,"POLYGON ((212462.47751138115 6846706.328423165, 212582.17205316352 6846718.421879304, 212585.08117208164 6846688.658680595, 212615.004792643 6846691.682013032, 212620.82296593464 6846632.1556068, 212501.12850772613 6846620.062274379, 212495.31028846744 6846679.588624334, 212465.3866532849 6846676.565252596, 212462.47751138115 6846706.328423165))",Other,Conifer,conifers,senfseidl
906,2018,"POLYGON ((169955.46659691783 6842522.2829253, 170015.32465587626 6842528.357410768, 170021.15906099917 6842468.85132511, 169961.3010241714 6842462.77686867, 169955.46659691783 6842522.2829253))",Other,Conifer,"fir, spruce",senfseidl
907,2018,"POLYGON ((194717.90821563208 6845212.35731637, 194714.99550059362 6845242.116312785, 194744.9213985321 6845245.145567081, 194747.834107908 6845215.386563536, 194717.90821563208 6845212.35731637))",Other,Broadleaf,broadleaf,senfseidl
908,2018,"POLYGON ((194709.170016594 6845301.634310569, 194739.09592585906 6845304.663579125, 194742.00867118232 6845274.904572275, 194712.08276758116 6845271.8753108485, 194709.170016594 6845301.634310569))",Other,Broadleaf,broadleaf,senfseidl
910,2018,"POLYGON ((145689.70314261597 6840897.957103463, 145686.78095578693 6840927.704257862, 145716.71335897932 6840930.749493383, 145719.63554038666 6840901.002331596, 145689.70314261597 6840897.957103463))",Other,Broadleaf,broadleaf,senfseidl
911,2018,"POLYGON ((195361.1904344228 6846359.416902255, 195421.04243602225 6846365.475411985, 195423.95562688843 6846335.716164655, 195394.02963364613 6846332.686921807, 195411.50843560213 6846154.13151595, 195351.65650604985 6846148.073086525, 195348.74340595037 6846177.832302369, 195318.81742987008 6846174.803065873, 195315.90430612146 6846204.562276266, 195345.8302878823 6846207.591519894, 195340.0039978386 6846267.109959982, 195369.9299872127 6846270.139208108, 195361.1904344228 6846359.416902255))",Other,Mixed,"mixed,maritime pine",senfseidl
912,2018,"POLYGON ((213468.6534539343 6848160.566441782, 213498.57721541787 6848163.589763618, 213504.39662361686 6848104.062715866, 213474.4728736799 6848101.039408104, 213468.6534539343 6848160.566441782))",Other,Conifer,conifers,senfseidl
913,2018,"POLYGON ((229028.52204086777 6849731.363957553, 229031.4287372274 6849701.596801818, 229001.50684835622 6849698.578606565, 229004.4135331406 6849668.811459676, 228944.56975644262 6849662.775053405, 228938.75634604768 6849722.309321256, 228968.6782478728 6849725.327543246, 228965.77152238536 6849755.094686962, 228995.69342650985 6849758.1129060155, 228998.60014614632 6849728.345755345, 229028.52204086777 6849731.363957553))",Other,Mixed,"mixed,conifers",senfseidl
914,2018,"POLYGON ((195328.351202115 6846386.146860351, 195358.2772142206 6846389.176137008, 195361.1904344228 6846359.416902255, 195331.26442800096 6846356.387632733, 195328.351202115 6846386.146860351))",Other,Conifer,maritime pine,senfseidl
915,2018,"POLYGON ((195316.69811886677 6846505.183787682, 195346.62415371113 6846508.213092868, 195343.71084365773 6846537.972336054, 195373.6368804407 6846541.001638604, 195376.55018480791 6846511.242388285, 195406.4762121574 6846514.271673929, 195403.56291347637 6846544.0309313815, 195433.48894276557 6846547.06021439, 195439.3155107859 6846487.541686908, 195409.38949286932 6846484.512418169, 195418.12922718772 6846395.234661004, 195388.2032225777 6846392.2054038895, 195385.28999008983 6846421.964647457, 195355.3639760486 6846418.935373441, 195349.53744579398 6846478.453851372, 195319.61141663528 6846475.424553321, 195316.69811886677 6846505.183787682))",Other,Mixed,"maritime pine,mixed",senfseidl
916,2018,"POLYGON ((210085.15390058153 6848149.282309977, 210082.2433233767 6848179.045059892, 210112.16756298556 6848182.069567371, 210115.07813442766 6848152.306810397, 210085.15390058153 6848149.282309977))",Other,Conifer,"fir, spruce",senfseidl
917,2018,"POLYGON ((210109.25697381044 6848211.832326133, 210139.18121552328 6848214.85683084, 210142.0917989355 6848185.0940650245, 210112.16756298556 6848182.069567371, 210109.25697381044 6848211.832326133))",Other,Conifer,"fir, spruce",senfseidl
918,2018,"POLYGON ((212287.89662354498 6848492.121892438, 212198.1246419116 6848483.050429817, 212192.30414724426 6848542.576947161, 212222.22815632017 6848545.600791963, 212207.67663876887 6848694.417152094, 212237.6006730848 6848697.441022297, 212234.69032224995 6848727.204306782, 212294.5383915024 6848733.252031776, 212306.17964241124 6848614.198848281, 212425.87564471678 6848626.294067495, 212428.7858900848 6848596.530747945, 212488.63385781005 6848602.578284444, 212494.45427234616 6848543.051622577, 212464.5303018607 6848540.027873333, 212467.44048836158 6848510.264552149, 212407.5925480065 6848504.21703825, 212404.6823499531 6848533.980345345, 212284.98640238855 6848521.88517135, 212287.89662354498 6848492.121892438))",Other,Mixed,"broadleaf,fir, spruce,scots pine",senfseidl
919,2018,"POLYGON ((213385.08462070586 6849324.368638002, 213382.1742005236 6849354.132235211, 213412.09818971268 6849357.1558288485, 213415.00860410178 6849327.392224594, 213474.85655998538 6849333.439368247, 213480.67731253896 6849273.912137044, 213510.60127344175 6849276.93568002, 213513.51161740127 6849247.172060113, 213423.73974116094 6849238.101422789, 213426.65008481254 6849208.33782584, 213396.72612458438 6849205.314267424, 213390.9054080146 6849264.841449065, 213360.98143256735 6849261.817866719, 213355.16063367424 6849321.34504157, 213385.08462070586 6849324.368638002))",Other,Conifer,conifers,senfseidl
921,2018,"POLYGON ((232485.42920666852 6851462.805953001, 232515.35094336828 6851465.823276667, 232518.25772981363 6851436.055191778, 232488.33599900478 6851433.037875059, 232485.42920666852 6851462.805953001))",Other,Mixed,"broadleaf,fir, spruce",senfseidl
922,2018,"POLYGON ((232515.35094336828 6851465.823276667, 232512.44413954596 6851495.5913635045, 232542.36587861303 6851498.608684197, 232545.27267654391 6851468.840590417, 232515.35094336828 6851465.823276667))",Other,Conifer,"fir, spruce",senfseidl
923,2018,"POLYGON ((167029.09739024786 6844929.64975703, 167059.02726871124 6844932.688519672, 167050.26905677863 6845021.946106412, 167080.19894802407 6845024.9848812455, 167094.79584793537 6844876.222207976, 167064.8659845047 6844873.183469581, 167067.78531475365 6844843.430946854, 167037.85545297572 6844840.392206074, 167029.09739024786 6844929.64975703))",Other,Mixed,"broadleaf,fir, spruce",senfseidl
924,2018,"POLYGON ((126162.31289023731 6840861.998627516, 126132.37748913479 6840858.946739451, 126135.3043716437 6840829.204314884, 126075.43356767343 6840823.100525208, 126072.50667446526 6840852.84293478, 126102.44208387751 6840855.894841869, 126096.58825090132 6840915.379679879, 126126.52366685926 6840918.43159245, 126129.45058754005 6840888.689165305, 126159.3859939928 6840891.741060869, 126162.31289023731 6840861.998627516))",Other,Broadleaf,broadleaf,senfseidl
928,2018,"POLYGON ((156282.44621277053 6845700.862108271, 156270.75610578258 6845819.8622421995, 156300.68773952406 6845822.904896572, 156312.37782435818 6845703.904733228, 156282.44621277053 6845700.862108271))",Other,Broadleaf,broadleaf,senfseidl
929,2018,"POLYGON ((210501.35507805116 6851617.877184529, 210591.1294757927 6851626.952334944, 210594.04189535166 6851597.189180224, 210623.9666815012 6851600.214203597, 210629.79145574494 6851540.687885646, 210540.01712130517 6851531.61282843, 210537.1047255941 6851561.375965246, 210507.17993434978 6851558.350919408, 210501.35507805116 6851617.877184529))",Other,Mixed,"nr,conifers,broadleaf",senfseidl
930,2018,"POLYGON ((210468.5178109365 6851644.615243001, 210438.59299495223 6851641.590156249, 210444.4179100275 6851582.063915667, 210474.3427143697 6851585.0889882725, 210480.16754681803 6851525.562741056, 210420.31795777363 6851519.512614298, 210411.58064756083 6851608.801945494, 210381.65583011974 6851605.776846124, 210378.74335206684 6851635.539953206, 210408.66817532893 6851638.565059648, 210405.75568534934 6851668.3281756835, 210465.60533260013 6851674.378373185, 210468.5178109365 6851644.615243001))",Other,Mixed,"conifers,broadleaf",senfseidl
931,2018,"POLYGON ((210588.21703848918 6851656.715491544, 210585.30458344118 6851686.478650024, 210555.37977618794 6851683.453595586, 210552.46729757206 6851713.216748873, 210612.31692008628 6851719.266862055, 210618.14183628222 6851659.740529064, 210588.21703848918 6851656.715491544))",Other,Conifer,conifers,senfseidl
932,2018,"POLYGON ((197702.7246230081 6850533.599001881, 197762.5774448869 6850539.65760075, 197765.49246789864 6850509.897475301, 197705.63965754013 6850503.838890718, 197702.7246230081 6850533.599001881))",Other,Broadleaf,broadleaf,senfseidl
933,2018,"POLYGON ((230972.82544168673 6853955.642282608, 231002.74784629588 6853958.660634894, 230996.93066308548 6854018.196574937, 231026.8530760322 6854021.214931231, 231029.76167041686 6853991.446953238, 231059.6840739178 6853994.465292646, 231068.4097347979 6853905.161349838, 231098.33211699716 6853908.179658424, 231101.24062986864 6853878.411674546, 231071.31825359585 6853875.393372924, 231077.13523895055 6853815.857425129, 231047.2128710111 6853812.839127517, 231041.39587380458 6853872.3750613835, 231011.47349049518 6853869.356739919, 231005.65641177743 6853928.892667889, 230975.73401309608 6853925.874322574, 230972.82544168673 6853955.642282608))",Other,Broadleaf,broadleaf,senfseidl
934,2018,"POLYGON ((205923.60844649666 6851455.574304136, 205920.69493039756 6851485.336380981, 205950.62035216973 6851488.363014434, 205947.70682405267 6851518.125100236, 205917.78139647632 6851515.098459681, 205914.86784473306 6851544.860540244, 205974.7187078324 6851550.913825724, 205983.45927477145 6851461.627547018, 205923.60844649666 6851455.574304136))",Other,Mixed,mixed,senfseidl
935,2018,"POLYGON ((130685.57633837324 6844056.854026754, 130745.44678569038 6844062.956088684, 130751.30224472401 6844003.468554228, 130691.43181908142 6843997.366522254, 130685.57633837324 6844056.854026754))",Other,Broadleaf,broadleaf,senfseidl
936,2018,"POLYGON ((215122.99361019785 6852565.895452402, 215063.14493742713 6852559.848151954, 215054.40936661162 6852649.14091838, 215084.33372235962 6852652.164594693, 215087.24559112033 6852622.400330245, 215117.16993740632 6852625.423989639, 215122.99361019785 6852565.895452402))",Other,Mixed,mixed,senfseidl
937,2018,"POLYGON ((214917.24014814087 6852815.631529947, 214914.32812636904 6852845.395772602, 214944.25253753667 6852848.419537764, 214947.164553452 6852818.655288052, 214917.24014814087 6852815.631529947))",Other,Conifer,"fir, spruce",senfseidl
938,2018,"POLYGON ((214887.31573922065 6852812.607761975, 214857.3913266919 6852809.5839841375, 214854.47929320845 6852839.348212682, 214824.55487121432 6852836.324417923, 214815.81864711404 6852925.617093954, 214875.66752263316 6852931.664715945, 214878.57960329944 6852901.9004745595, 214908.50402978878 6852904.924263697, 214914.32812636904 6852845.395772602, 214884.4037115929 6852842.371997574, 214887.31573922065 6852812.607761975))",Other,Mixed,"broadleaf,fir, spruce",senfseidl
939,2018,"POLYGON ((208987.10245552647 6852576.913213689, 209046.9528309788 6852582.964773404, 209049.86618733883 6852553.201888631, 208990.01582355058 6852547.15034309, 208987.10245552647 6852576.913213689))",Other,Broadleaf,broadleaf,senfseidl
940,2018,"POLYGON ((219372.5435520811 6854227.620463011, 219375.4552278811 6854197.855088832, 219405.37926915154 6854200.877563959, 219408.29092144629 6854171.112184722, 219348.44284711353 6854165.067238649, 219351.35449358285 6854135.301875463, 219321.43045694206 6854132.279394629, 219318.51880458032 6854162.04475078, 219288.59475846874 6854159.022253023, 219285.68308260187 6854188.787604114, 219345.53118303232 6854194.832603813, 219342.6195013388 6854224.597970958, 219372.5435520811 6854227.620463011))",Other,Mixed,"fir, spruce,broadleaf",senfseidl
941,2018,"POLYGON ((175096.26679227513 6849895.380268248, 175126.19635012036 6849898.417290891, 175129.11666384863 6849868.662480488, 175099.1871116755 6849865.625465117, 175096.26679227513 6849895.380268248))",Other,Broadleaf,broadleaf,senfseidl
943,2018,"POLYGON ((228004.62608528166 6855880.698591815, 228007.5364940297 6855850.931123597, 227977.61332846968 6855847.911338853, 227963.06108021317 6855996.748665521, 227933.1378813777 6855993.728835873, 227930.22737334244 6856023.49630038, 227960.15057812998 6856026.516137025, 227954.32952152984 6856086.051086205, 228014.175944347 6856092.090757704, 228034.54925326823 6855883.718373632, 228004.62608528166 6855880.698591815))",Other,Mixed,"broadleaf,fir, spruce,mixed",senfseidl
945,2018,"POLYGON ((191989.1957501833 6853321.164261787, 192078.97892592516 6853330.259845016, 192081.89699930622 6853300.500796951, 192141.752419593 6853306.56445573, 192144.67046333815 6853276.805395148, 192114.74276084476 6853273.773577846, 192117.6607923144 6853244.014526313, 192087.7330918805 6853240.982706404, 192084.8150546247 6853270.741750748, 192024.95963100367 6853264.678067155, 192027.87767983193 6853234.919037196, 191968.02225287427 6853228.8553287955, 191965.10419247515 6853258.614344373, 191995.03191360313 6853261.646210664, 191989.1957501833 6853321.164261787))",Other,Mixed,mixed,senfseidl
946,2018,"POLYGON ((193719.16231188044 6853556.5154655045, 193716.24450291507 6853586.274914463, 193746.17203341512 6853589.306238427, 193749.08983658347 6853559.546782283, 193719.16231188044 6853556.5154655045))",Other,Broadleaf,broadleaf,senfseidl
947,2018,"POLYGON ((193743.25421221 6853619.065696444, 193773.18174479145 6853622.097017784, 193776.09956019896 6853592.337552583, 193746.17203341512 6853589.306238427, 193743.25421221 6853619.065696444))",Other,Broadleaf,broadleaf,senfseidl
948,2018,"POLYGON ((191616.216001163 6853734.197469848, 191586.28814062057 6853731.165373484, 191583.36969130044 6853760.924343525, 191673.15327912488 6853770.020624804, 191678.9901249369 6853710.502643421, 191619.1344266176 6853704.438494484, 191616.216001163 6853734.197469848))",Other,Broadleaf,broadleaf,senfseidl
949,2018,"POLYGON ((191370.9560146596 6853769.458265778, 191368.0374886403 6853799.217189183, 191338.10958090314 6853796.1849928405, 191332.27246304532 6853855.7028308725, 191302.3445399949 6853852.670610336, 191299.42594815494 6853882.429524966, 191329.35387699888 6853885.461752701, 191326.43527287437 6853915.220676405, 191386.29113097105 6853921.28511688, 191400.8839128766 6853772.490445124, 191370.9560146596 6853769.458265778))",Other,Mixed,"broadleaf,mixed",senfseidl
950,2018,"POLYGON ((155670.79785018438 6850386.167439668, 155700.73036236106 6850389.21127721, 155706.581236816 6850329.710775518, 155676.64873586316 6850326.666952744, 155670.79785018438 6850386.167439668))",Other,Broadleaf,broadleaf,senfseidl
951,2018,"POLYGON ((192153.48375554616 6854419.7792781275, 192183.411659681 6854422.811319784, 192189.24900790758 6854363.292989644, 192159.3211153836 6854360.260962382, 192153.48375554616 6854419.7792781275))",Other,Mixed,mixed,senfseidl
952,2018,"POLYGON ((192174.65550183598 6854512.088829192, 192171.73674641887 6854541.848002788, 192201.66467006173 6854544.880063427, 192204.58341967087 6854515.120882636, 192174.65550183598 6854512.088829192))",Other,Mixed,mixed,senfseidl
953,2018,"POLYGON ((194873.300429671 6855657.064044474, 194903.22817140777 6855660.09539394, 194906.1468849625 6855630.335490594, 194876.2191490606 6855627.304148316, 194873.300429671 6855657.064044474))",Other,Broadleaf,broadleaf,senfseidl
954,2018,"POLYGON ((187272.98362911848 6855488.013230927, 187302.91242448014 6855491.047196068, 187305.83296675817 6855461.28907112, 187335.76175257406 6855464.323019236, 187338.68227089103 6855434.564888962, 187308.75349088194 6855431.530948081, 187311.67399685137 6855401.7728269445, 187281.74521890754 6855398.738883499, 187272.98362911848 6855488.013230927))",Other,Broadleaf,broadleaf,senfseidl
955,2018,"POLYGON ((155351.15264944942 6853328.405363285, 155348.22532535205 6853358.155769559, 155408.0914808974 6853364.2449331265, 155411.018793675 6853334.49451205, 155351.15264944942 6853328.405363285))",Other,Mixed,"broadleaf,mixed",senfseidl
956,2018,"POLYGON ((155282.50442725606 6853411.567355402, 155372.30371218966 6853420.701188736, 155375.23106797505 6853390.950771593, 155285.43180002365 6853381.816960469, 155282.50442725606 6853411.567355402))",Other,Mixed,mixed,senfseidl
957,2018,"POLYGON ((155340.101566009 6853747.955892052, 155370.03471544525 6853751.000565259, 155372.962270992 6853721.250121575, 155343.02912722237 6853718.205455771, 155345.95666975935 6853688.455021235, 155316.02352773445 6853685.410353158, 155313.09597953176 6853715.160780288, 155253.22967238806 6853709.071400279, 155250.30209417723 6853738.821814342, 155280.23525537516 6853741.866516595, 155277.30766415235 6853771.6169398045, 155337.17398611968 6853777.706330077, 155340.101566009 6853747.955892052))",Other,Mixed,mixed,senfseidl
958,2018,"POLYGON ((129051.39826742571 6851130.49794968, 129048.46573462326 6851160.241829004, 129078.4024120185 6851163.294979909, 129081.33493929193 6851133.551093043, 129051.39826742571 6851130.49794968))",Other,Mixed,mixed,senfseidl
959,2018,"POLYGON ((129072.53730018053 6851222.782758373, 129162.34734108113 6851231.942198857, 129168.2124197376 6851172.454375145, 129078.4024120185 6851163.294979909, 129072.53730018053 6851222.782758373))",Other,Mixed,mixed,senfseidl
961,2018,"POLYGON ((178339.17078313493 6857196.530900828, 178353.78968984756 6857047.7500298675, 178323.85932466487 6857044.712621867, 178318.01180531498 6857104.224949914, 178288.08142474992 6857101.1875175545, 178285.1576318025 6857130.943677161, 178315.08801816957 6857133.981116813, 178312.16421271075 6857163.737285628, 178282.23382053978 6857160.699838683, 178279.3099909639 6857190.456002128, 178339.17078313493 6857196.530900828))",Other,Conifer,"fir, spruce",senfseidl
962,2018,"POLYGON ((233820.89912875427 6862840.7930537285, 233790.97543180006 6862837.773918418, 233788.06259459181 6862867.543343972, 233847.9099972155 6862873.58161861, 233856.64842008275 6862784.273306747, 233826.72473875183 6862781.2541954145, 233820.89912875427 6862840.7930537285))",Other,Broadleaf,broadleaf,senfseidl
